n_layer1;n_layer2;dropout_1;dropout_2;act;optim;n_batch;best_val_acc
256;256;0.05469458848753633;0.21000644121978423;relu;adam;256;0.8928
256;128;0.19438499851878568;0.24409766091566695;swish;adam;128;0.8959
256;512;0.09618585263130955;0.3114753082172669;relu;sgd;64;0.8788
128;256;0.2193957899047452;0.34406868228459375;relu;adam;256;0.8906
512;256;0.06737835075779866;0.28402273564908487;relu;rmsprop;256;0.8651
256;256;0.1833572352522131;0.37366095677553496;relu;adam;128;0.8815
256;128;0.2327445141503276;0.22791391945745784;leakyrelu;adam;256;0.8678
256;256;0.14746324995708088;0.26748644702841107;relu;adam;128;0.8896
512;256;0.10645936277428591;0.19826995250683674;relu;rmsprop;256;0.8858
256;256;0.13155695913697846;0.18672623487426226;relu;adam;256;0.895
256;128;0.010215602277484005;0.30261085384153885;swish;adam;128;0.8878
256;512;0.1754162428465164;0.2078548412029766;relu;adam;64;0.8833
128;256;0.2102480109498809;0.22002068918982404;relu;sgd;256;0.8626
512;256;0.19980265308150663;0.17625727014498452;relu;rmsprop;256;0.8896
256;256;0.15752533041934122;0.24990358665173357;relu;adam;128;0.8951
256;128;0.04183761697378477;0.2399379424421173;leakyrelu;adam;256;0.8816
256;256;0.23673188302421982;0.35661953117045936;relu;adam;128;0.8883
512;256;0.0806406276319948;0.4471675988788549;relu;rmsprop;256;0.887
256;256;0.13882556185264497;0.39573339961967297;relu;adam;256;0.892
256;128;0.22756160580576856;0.1978000767185859;swish;adam;128;0.8839
256;512;0.11678550324467607;0.2764872760896272;relu;sgd;64;0.8784
128;256;0.24816599498209077;0.1629496162409744;relu;adam;256;0.8889
512;256;0.1713325202488214;0.18656777697536725;relu;rmsprop;256;0.8799
256;256;0.21181803487076636;0.33502476129369574;relu;adam;128;0.8922
256;128;0.19019615389556532;0.21392823479416417;leakyrelu;adam;256;0.8733
256;256;0.24173341546488175;0.14853940094002419;relu;adam;128;0.8931
256;256;0.26025589012199135;0.13460956380043299;relu;adam;128;0.8894
256;256;0.27106296202219965;0.12225904111929092;relu;adam;128;0.8823
256;256;0.24715261360942783;0.10655086549098305;relu;adam;128;0.8768
256;256;0.22782777089004758;0.14636765648566524;relu;adam;128;0.8849
256;256;0.25564791261621445;0.09667684982848941;relu;adam;128;0.8935
256;256;0.19805763125185483;0.13125707503030515;relu;adam;128;0.8823
256;256;0.002042747768647296;0.1707991260548039;relu;adam;128;0.8861
256;256;0.21486469560280763;0.11639323131768371;relu;adam;128;0.8875
256;256;0.2781602873543161;0.1072912144412842;relu;adam;128;0.8946
256;256;0.2214968943399208;0.29000698304595107;relu;adam;128;0.8947
256;256;0.329320396050648;0.16018685019217913;relu;adam;128;0.8927
256;256;0.29900830288032965;0.13661979319576195;relu;adam;128;0.8813
256;256;0.2877860622254551;0.09880257897923508;relu;adam;128;0.8909
256;256;0.18640483445877445;0.15503507883223214;relu;adam;128;0.8986
256;256;0.18162061365700083;0.17978782900807833;relu;adam;128;0.8933
256;256;0.12547467801581721;0.18932815058382513;relu;adam;128;0.8975
256;256;0.12462815969116509;0.22843549982679692;relu;adam;128;0.8889
256;256;0.15661665509683834;0.19202512137783476;relu;adam;128;0.8908
256;256;0.1401432422849161;0.21717987334430044;relu;adam;128;0.8859
256;256;0.1452449093159285;0.19887264236296479;relu;adam;128;0.8889
256;256;0.08459735979161113;0.26108495294172934;relu;adam;128;0.8844
256;256;0.10905942954656499;0.20874564588499434;relu;adam;128;0.8918
256;256;0.09304059063957855;0.18737206958160074;relu;adam;128;0.8989
256;256;0.09380356550598415;0.25316040673342244;relu;adam;128;0.883
256;256;0.059176209247911074;0.20296458758655433;relu;adam;128;0.8974
256;256;0.06684769558389783;0.23045930286253044;relu;adam;128;0.8827
256;256;0.10429851847442248;0.18764779873180826;relu;adam;128;0.8922
256;256;0.09308234300272317;0.17548840123843107;relu;adam;128;0.8814
256;256;0.032542315266413435;0.23789160016448804;relu;adam;128;0.8913
256;256;0.11996533750320999;0.24562906008519397;relu;adam;128;0.886
256;256;0.12965608406672038;0.2142250043962569;relu;adam;128;0.8906
256;256;0.07540717959828998;0.22366586933144839;relu;adam;128;0.8924
256;256;0.073037412554812;0.1682098368829596;relu;adam;128;0.8891
256;256;0.11548231005634492;0.1920957953359052;relu;adam;128;0.8867
512;256;0.050472597606185804;0.1576231443906644;relu;rmsprop;128;0.8913
256;256;0.08421890238306212;0.2652791737745638;relu;adam;128;0.8912
256;256;0.05750027114373809;0.23615929799240232;relu;adam;128;0.9021
256;256;0.012952717985917454;0.2854864472634702;relu;adam;128;0.8906
256;256;0.020640593819085104;0.23726349336387856;swish;adam;128;0.8813
128;256;0.03944125601957718;0.2756316590304776;relu;sgd;128;0.8659
256;256;0.047666489089973604;0.24336097807839704;relu;rmsprop;128;0.8837
512;256;0.06933312928097995;0.2533951758592574;relu;adam;128;0.8973
256;256;0.10113411677102538;0.20656500249209103;leakyrelu;adam;128;0.8828
256;256;0.05599795995594247;0.3008243797569131;relu;adam;128;0.8904
256;256;0.09368953779296521;0.26961477423836133;relu;adam;128;0.8938
512;256;0.06218078686794446;0.261387670150459;relu;rmsprop;128;0.8846
256;256;0.08558925528786816;0.23129815539154158;relu;adam;128;0.8855
256;256;0.10960856712398848;0.2924577590055898;swish;adam;128;0.8738
256;256;0.021153714440806735;0.21461901426333838;relu;sgd;128;0.8662
128;256;0.03588052988196233;0.24989410397801204;relu;adam;128;0.8885
512;256;0.12255439233784761;0.22448753730917878;relu;rmsprop;128;0.8797
256;256;0.02825377809095666;0.20100361406203215;relu;adam;128;0.8929
256;256;0.07768021259290603;0.23569162483745743;leakyrelu;adam;128;0.8783
256;256;0.10184476429792885;0.18761307112297923;relu;adam;128;0.8909
256;256;0.1295350957352919;0.22284646148115633;relu;adam;128;0.894
512;256;0.1445579355007433;0.2786723413705153;relu;rmsprop;128;0.8791
256;256;0.11202285995295436;0.20511287247419857;relu;adam;128;0.8883
256;256;0.05426668067249711;0.18280357084509274;swish;adam;128;0.8904
256;256;0.08886023235584506;0.31458596971970276;relu;sgd;128;0.8729
128;256;0.07347902496801026;0.25812649285351386;relu;adam;128;0.8935
512;256;0.1559892227800882;0.17763846891601653;relu;rmsprop;128;0.8733
256;256;0.16467452126344717;0.24738766968789272;relu;adam;128;0.8929
256;256;0.001560967658351127;0.21115511019929978;leakyrelu;adam;128;0.8817
256;256;0.13580641074045177;0.32196736876207577;relu;adam;128;0.8953
256;256;0.04880766472367734;0.1949879368272748;relu;adam;128;0.8944
512;256;0.09734967958644382;0.23187770255539236;relu;rmsprop;128;0.8881
256;256;0.0386797763002557;0.26496972617827946;relu;adam;128;0.8957
256;256;0.06315293361321309;0.1742360812882903;relu;adam;128;0.897
256;512;0.07988061532088954;0.21889327310938408;swish;sgd;128;0.8374
128;256;0.14934220374810264;0.16632677591374148;relu;adam;128;0.8949
512;256;0.1305676401600974;0.28662963034280514;relu;rmsprop;128;0.8866
256;256;0.013917077850319738;0.15321887939227424;relu;adam;128;0.8918
256;256;0.11578411193365232;0.19204418156474812;leakyrelu;adam;128;0.8783
256;256;0.17099751494555993;0.2417570911987102;relu;adam;128;0.8846
256;256;0.028069181746149502;0.27379783604440544;relu;adam;128;0.8875
512;256;0.10013637356871007;0.20299518873839126;relu;rmsprop;128;0.8596
256;256;0.0862160711871417;0.18049946007216805;relu;adam;128;0.8908
256;512;0.14158207110351495;0.3055320863906734;swish;adam;128;0.8778
256;256;0.07083576679816755;0.23059351818447882;relu;sgd;128;0.869
128;256;0.1248550235750886;0.2140733028571301;relu;adam;128;0.8898
512;256;0.04373151779817165;0.15466302128510967;relu;rmsprop;128;0.8769
256;256;0.15138804548797236;0.4859137943288065;relu;adam;128;0.8953
256;256;0.05886271382608326;0.25438289743209197;leakyrelu;adam;128;0.8768
256;256;0.11060191067943653;0.1593406172861319;relu;adam;128;0.8882
256;256;0.09173077185270426;0.19489363336543258;relu;adam;128;0.8909
512;256;0.17411557466978853;0.1692160163905136;relu;rmsprop;128;0.891
256;512;0.16070798852755871;0.1845526593577457;relu;adam;128;0.8819
256;256;0.13082956741003401;0.239403613031331;relu;adam;128;0.8864
256;256;0.07660747707477453;0.14647824815713778;swish;sgd;128;0.8436
128;256;0.10663601699773505;0.20943736140548552;relu;adam;128;0.8939
512;256;0.11825544818030488;0.223205819212933;relu;rmsprop;128;0.8757
256;256;0.03331317356090964;0.1697197961410325;relu;adam;128;0.8938
256;256;0.18229838505587231;0.29347001056131855;leakyrelu;adam;128;0.8804
256;256;0.0506021797167745;0.2677449451769112;relu;adam;128;0.8967
256;256;0.003914629155104175;0.20202724157811205;relu;adam;128;0.8905
512;512;0.13856602802704437;0.24761183039915952;relu;rmsprop;128;0.8604
256;256;0.15806829824712762;0.19040915299254693;relu;adam;64;0.896
256;256;0.06529012939538033;0.14035621903481493;relu;adam;128;0.8845
256;256;0.09323349220875395;0.23108769250790123;swish;sgd;128;0.835
128;256;0.16764570790553263;0.2192086870108836;relu;adam;128;0.8912
512;256;0.02166558290733059;0.34448061602779423;relu;rmsprop;128;0.8875
256;256;0.12313415503485799;0.180672579290291;relu;adam;128;0.8946
256;256;0.14647356153852525;0.1595196151060403;leakyrelu;adam;128;0.8775
256;256;0.08055942528320187;0.2804059119147645;relu;adam;128;0.8895
256;512;0.18128272189160274;0.2542986090846404;relu;adam;64;0.8914
512;256;0.10303118558083611;0.1438746833207496;relu;rmsprop;128;0.8551
256;256;0.1330856159315677;0.2090162670761068;relu;adam;128;0.8878
256;256;0.11236781993077291;0.1994469955620819;relu;adam;128;0.8858
256;256;0.04368703729651714;0.1766591977564048;swish;adam;128;0.8823
128;256;0.010619450541692638;0.15373981977858397;relu;sgd;64;0.8632
512;256;0.1954164838281515;0.1649676828943502;relu;rmsprop;128;0.8847
256;256;0.06857870869277283;0.23821977196469935;relu;adam;128;0.898
256;256;0.02535952379923937;0.29480975698208245;leakyrelu;adam;128;0.8823
256;512;0.05733727355509974;0.32768577999071363;relu;adam;128;0.8941
256;256;0.00018966475473892325;0.2636541963551708;relu;adam;128;0.8855
512;256;0.04664110779651603;0.27172732890316686;relu;rmsprop;128;0.8778
256;256;0.03330884512158224;0.27650806014598933;relu;adam;64;0.8863
256;256;0.014053922459303578;0.29958036969187707;relu;adam;128;0.8943
256;256;0.0657674290527732;0.3199725443485414;swish;adam;128;0.8713
128;256;0.05288515081059983;0.3123145657490926;relu;sgd;128;0.871
256;256;0.03766588459191196;0.2863390110064047;relu;rmsprop;128;0.8766
512;256;0.07165884050365712;0.24473075092079724;relu;adam;128;0.8935
256;512;0.018675484967335648;0.2567940517512341;leakyrelu;adam;128;0.8686
256;256;0.08222529358015018;0.2450588085831464;relu;adam;64;0.8972
256;256;0.08839957399149852;0.23666175395506986;relu;adam;128;0.8915
512;256;0.033103564998590004;0.22965685462605384;relu;rmsprop;128;0.8874
256;256;0.055486048274891675;0.21963010076495249;relu;adam;128;0.8999
256;256;0.04512863089243567;0.21703731161400058;relu;adam;128;0.8824
256;256;0.0017701284523071736;0.22080445012050628;swish;adam;128;0.8849
256;256;0.02211388496871984;0.26223915050053714;relu;sgd;128;0.8726
128;256;0.06054979511710306;0.20075139171115897;relu;rmsprop;64;0.8822
512;512;0.02964872919854772;0.22677994327990578;relu;adam;128;0.8944
256;256;0.05346155853864108;0.21159424853331446;relu;adam;128;0.8758
256;256;0.09218272747313147;0.18480715636928002;leakyrelu;adam;128;0.8695
256;256;0.0015750865886622611;0.13244229239900035;relu;adam;128;0.8926
512;256;0.07273409732496566;0.17024345496434876;relu;rmsprop;128;0.8679
256;256;0.08033579858682999;0.2507505657395097;relu;adam;128;0.8841
256;256;0.039611091045892576;0.18929782093152306;relu;adam;128;0.898
256;256;0.00782751114377344;0.15238679847704312;swish;adam;64;0.8922
256;256;0.10022291654010089;0.14139942537927316;relu;sgd;128;0.8655
128;512;0.2023359514429189;0.19668044341062454;relu;rmsprop;128;0.8836
512;256;0.010284250158942763;0.2706727023807934;relu;adam;128;0.896
256;256;0.06230326343183222;0.28416927755822347;relu;adam;128;0.8899
256;256;0.18653201218214885;0.23307772413718197;leakyrelu;adam;128;0.8783
256;256;0.15645076517807854;0.4167435891383936;relu;adam;128;0.8948
512;256;0.024335993301317214;0.12496893952810248;relu;rmsprop;64;0.8776
256;256;0.10654389638883782;0.30333676633658735;relu;adam;128;0.8933
256;256;0.041102572472479865;0.2089308949519948;relu;adam;128;0.8926
256;256;0.17413495189685493;0.16576768091110106;swish;adam;128;0.88
256;512;0.05798624264932375;0.253664394753744;relu;adam;128;0.8909
128;256;0.08806095582797799;0.17720643214284365;relu;sgd;128;0.8694
512;256;0.14534895846420426;0.2149698536814513;relu;rmsprop;128;0.8889
256;256;0.11744129404796147;0.22326895684414705;relu;adam;64;0.8927
256;256;0.07803985399427907;0.20236719964008887;leakyrelu;adam;128;0.8801
256;256;0.19520305711475905;0.13444122385117693;relu;adam;128;0.8924
512;256;0.015869221476586162;0.14720098479701849;relu;rmsprop;128;0.8889
256;256;0.16627821056424652;0.26321640210598174;relu;adam;128;0.8867
256;256;0.05315898285901413;0.18338304370946085;relu;adam;128;0.8943
256;512;0.07099168076952148;0.24209661417870423;swish;adam;128;0.8647
256;256;0.10020613132192782;0.17286017192234393;relu;sgd;128;0.8624
128;256;0.03090871079338878;0.15410838619424477;relu;adam;64;0.8944
512;256;0.20389033261734643;0.2268893062425711;relu;rmsprop;128;0.8813
256;256;0.04987457842203708;0.12591757438865508;relu;adam;128;0.8947
256;256;0.13508608482839798;0.3341955600711196;leakyrelu;adam;128;0.8797
256;256;0.10908212894354473;0.19389346169088953;relu;adam;128;0.8907
512;256;0.19073029437186642;0.2789120944867764;relu;rmsprop;128;0.8832
256;256;0.12155933199274674;0.1593077598450106;relu;adam;64;0.8956
256;256;0.09415567607485542;0.11306437242543327;relu;adam;128;0.8943
256;256;0.1521968286722047;0.20398903268419094;swish;adam;128;0.8787
256;512;0.065126089651797;0.24045331832025704;relu;sgd;128;0.8545
128;256;0.08116548257862043;0.2582662569651981;relu;adam;128;0.886
512;256;0.2114178140455216;0.21815835754257856;relu;rmsprop;128;0.8723
256;256;0.039381748350683435;0.2944479764178662;relu;adam;128;0.8957
256;256;0.16740262483809054;0.14201427191652163;leakyrelu;adam;64;0.8789
256;256;0.1802706924437382;0.17683792562307696;relu;adam;128;0.8807
512;256;0.11280579118621323;0.16120203003942757;relu;rmsprop;128;0.8808
256;512;0.02125731032112632;0.1915386678201117;relu;adam;128;0.8924
256;256;0.14073296385603837;0.24971837958915696;relu;adam;128;0.8904
256;256;0.0436682670484963;0.2360242521093176;swish;adam;128;0.8774
256;256;0.15542992185893192;0.2698518670985575;relu;sgd;128;0.8605
512;256;0.08806101054016464;0.12115674098968945;relu;adam;64;0.8891
128;256;0.09790218441142906;0.21033513536081072;relu;rmsprop;128;0.875
256;256;0.029398583307541453;0.18408269254959667;relu;adam;128;0.8949
256;256;0.12538106335034166;0.17036852482444845;leakyrelu;adam;128;0.8834
256;256;0.18817834305593895;0.14972370348984665;relu;adam;128;0.8933
512;512;0.07033984070635418;0.3107816844053735;relu;rmsprop;128;0.8782
256;256;0.05946209470117735;0.13166863579345167;relu;adam;128;0.8919
256;256;0.0006045323133437586;0.1974492490040791;relu;adam;64;0.8898
256;256;0.009477332751150577;0.23090790453908597;swish;adam;128;0.8751
256;256;0.20460059154789378;0.2157985161260948;relu;sgd;128;0.8754
512;256;0.1334853180701414;0.2894744401633663;relu;adam;128;0.8905
128;256;0.17567655194767945;0.11498997952097986;relu;rmsprop;128;0.8829
256;256;0.16350529586380683;0.14159838681315304;relu;adam;128;0.8932
256;256;0.21957502919841948;0.1647022495708991;leakyrelu;adam;128;0.873
256;512;0.04996401356579606;0.20545325886686489;relu;adam;64;0.8835
512;256;0.07676174362372103;0.18308778265874295;relu;rmsprop;128;0.8903
256;256;0.14558867617523186;0.2246215924145112;relu;adam;128;0.8945
256;256;0.10255640676567825;0.2634951023539501;relu;adam;128;0.881
256;256;0.08583540608920025;0.25046714500600975;swish;adam;128;0.8774
256;256;0.1183727319158628;0.15087949924000624;relu;sgd;128;0.8789
512;256;0.03702125000906196;0.28084368282435757;relu;adam;128;0.8966
128;256;0.018573232788239746;0.3202532225199814;relu;rmsprop;64;0.8709
256;256;0.06079334145985627;0.19490693812625537;relu;adam;128;0.8912
256;512;0.2276365137375473;0.12725399829317396;leakyrelu;adam;128;0.8753
256;256;0.20075774420810835;0.4951048030558379;relu;adam;128;0.8798
512;256;0.10863286073772971;0.1729515099171397;relu;rmsprop;128;0.8683
256;256;0.13330369519527113;0.2410336792883102;relu;adam;128;0.8819
256;256;0.1885464482588346;0.34677126933772917;relu;adam;128;0.8945
256;256;0.04774736007055694;0.23246451650018848;relu;adam;128;0.8889
256;256;0.06483522283457004;0.24188124069001826;relu;adam;128;0.8928
256;256;0.07170842619487972;0.2216981679107215;relu;adam;128;0.8919
256;256;0.03193981814063088;0.19144593669242846;relu;adam;128;0.8747
256;256;4.183729012739723e-05;0.18337086409668724;relu;adam;128;0.8942
256;256;0.05488294558532182;0.2609864524772142;relu;adam;128;0.8936
256;256;0.04160471265423759;0.2052163134429035;relu;adam;128;0.8892
256;256;0.07890206933903723;0.2683424097660721;relu;adam;128;0.8869
256;256;0.027087793820455484;0.16312052860947868;relu;adam;128;0.8982
256;256;0.012397690980259304;0.15860757157552324;relu;adam;128;0.8959
256;256;0.030183024649661064;0.1461277287375632;relu;adam;128;0.8961
256;256;0.0004482900347949903;0.13534482570128295;relu;adam;128;0.8789
256;256;0.02652623629991693;0.16885516768887063;relu;adam;128;0.8947
256;256;0.015587161652585155;0.11303596073869165;relu;adam;128;0.887
256;256;0.010326204655762908;0.1635075795271238;relu;adam;128;0.8886
256;256;0.048361969083470624;0.12434367988745555;relu;adam;128;0.8951
256;256;0.02033179850507917;0.1523623074821257;relu;adam;128;0.8963
256;256;0.05864277586452737;0.13914288296530025;relu;adam;128;0.8865
256;256;0.03988422921841729;0.1812995430173049;relu;adam;128;0.882
256;256;0.023872684467436248;0.10422287376350758;relu;adam;128;0.8912
256;256;0.0003860212438603662;0.13258840567362037;relu;adam;128;0.8902
256;256;0.09221696869307916;0.1717064252019617;relu;adam;128;0.8906
256;256;0.07115993482712352;0.21131326328819072;relu;adam;128;0.8943
256;256;0.03666796885211131;0.19497835948667258;relu;adam;128;0.8879
256;256;8.72062176338062e-06;0.1453556215601575;relu;adam;128;0.8893
256;256;0.05387023763059165;0.1626684706851103;relu;adam;128;0.8921
256;256;0.06222009941673524;0.11670323582920457;relu;adam;128;0.8893
256;256;0.08739102386371594;0.17749976996286132;relu;adam;128;0.8947
256;256;0.07909638742792689;0.18992475797391378;relu;adam;128;0.8823
256;256;0.04805445420780247;0.15488578938451691;relu;adam;128;0.892
256;256;0.024394467538178793;0.20011699062090335;relu;adam;128;0.8897
256;256;0.20943560757799237;0.13427873060857545;relu;adam;128;0.8843
256;256;0.009751304545259007;0.22234890592822412;relu;adam;128;0.8894
256;256;0.10203675886985758;0.20854906334500642;relu;adam;128;0.8956
256;256;0.03972607858833076;0.17682506177038546;relu;adam;128;0.8936
256;256;0.07441498811777691;0.12431894216867354;relu;adam;128;0.8982
256;256;0.03244070315159964;0.1270625617811287;relu;adam;128;0.8826
256;256;0.06578805671096202;0.09832584856390095;relu;adam;128;0.8931
256;256;0.05062777636691393;0.1130460639638286;relu;adam;128;0.8952
256;256;0.07626696724197451;0.09457405550705289;relu;adam;128;0.8828
256;256;0.017483493342326982;0.0901934122094755;relu;adam;64;0.8917
256;256;0.06566314507715844;0.11880254145471364;swish;sgd;128;0.8386
512;256;0.0540704846611115;0.12216171717611823;relu;adam;128;0.8962
128;256;0.0913644992137512;0.142181153534;relu;rmsprop;128;0.8942
